Bank levy to raise $733m as Rudd government strives for surplus,2013 aug 01
Australian smokers pay more for a pack of cigarettes than most other countries,2013 aug 01
Tony Burke: first 'PNG solution' transfer shows government is serious,2013 aug 01
South Australia bans live odds advertising during sporting events,2013 aug 01
Tobacco tax expected to raise more than $5bn,2013 aug 01
Corruption: the work of decent parliamentarians has been smeared,2013 aug 01
Eddie Obeid calls Icac inquiry a 'sham' - video,2013 aug 01
Economic statement unleashes a barrage of spin,2013 aug 02
Aid organisations critical of further cuts to aid budget in economic statement,2013 aug 02
Labor announces $17bn savings as it struggles against plummeting revenues,2013 aug 02
Vodafone Australia caps its roaming fees: The Roast - video,2013 aug 02
Betting markets give Labor almost no chance of winning the election,2013 aug 02
Chris Bowen's economic statement in full - video,2013 aug 02
Chris Bowen under pressure to explain how bank bailout fund can boost budget,2013 aug 02
Labor releases its pre-election economic statement - as it happened,2013 aug 02
Election shapes up as marginal-seat 'state of origin' in Queensland and NSW,2013 aug 04
Kevin Rudd's Instagram: is this the face of a winning candidate?,2013 aug 04
Election 2013 day one - as it happened,2013 aug 04
"Election 2013: it's time for a debate, the leaders agree. But what time?",2013 aug 04
"Bullet trains, Coke and Australian sex: the smaller parties and their big ideas",2013 aug 04
Victoria signs up for Better Schools funding plan at last gasp,2013 aug 04
Kevin Rudd calls election to decide 'who the Australian people trust',2013 aug 04
Election 2013: two parties all at sea will drag voters into the shallows,2013 aug 04
Tony Abbott's election announcement speech  - video,2013 aug 04
Kevin Rudd announces 2013 election date - video,2013 aug 04
Kevin Rudd calls election for 7 September - as it happened,2013 aug 04
Kevin Rudd signs asylum seeker deal with Nauru - video,2013 aug 04
Kevin Rudd signs asylum seeker settlement deal with Nauru,2013 aug 04
Edward Snowden granted asylum in Russia: The Roast - video,2013 aug 03
Election announcement special: The Roast - video,2013 aug 05
News Corp apologises to woman who accused Tony Abbott of aggression,2013 aug 05
Tony Abbott confuses carbon costs at first campaign stop,2013 aug 05
"Election micro-donation drives not all about the money, say analysts",2013 aug 05
Kevin Rudd announces additional $450m in after-school care – video,2013 aug 05
What makes a good political slogan?,2013 aug 05
Telegraph headline prompts Rudd attack on Rupert Murdoch,2013 aug 05
'Kick this mob out': Murdoch flexes his election muscle from day one,2013 aug 05
Kevin Rudd and Tony Abbott come out fighting over the economy,2013 aug 05
Australia: the Sweeney Todd of foreign aid,2013 aug 05
Tony Abbott has another rival in the toughest race of his life – himself,2013 aug 06
Election 2013: childcare and company taxes - as it happened,2013 aug 06
The world's first lab-grown hamburger: The Roast - video,2013 aug 06
Tony Abbott to announce 1.5% company tax cut,2013 aug 06
Peter Dowling: Australian MP mixes sexting with a nice glass of wine,2013 aug 06
RBA: Labor and Coalition at odds over meaning of interest rate cut,2013 aug 06
Public sector union refuses to campaign for Labor party in protest over cuts,2013 aug 06
Election 2013: cost of living and interest rates - as it happened,2013 aug 06
"The bottom line is, Joe Hockey can't now admit to a deficit",2013 aug 06
"Kevin Rudd on Rupert Murdoch, interest rates and the economy - video",2013 aug 06
Joe Hockey refuses to commit to final budget total,2013 aug 06
Queensland MP stands down as ethics committee head over sexting allegations,2013 aug 06
Kevin Rudd turns up heat in row with Rupert Murdoch,2013 aug 06
The Tarkine needs jobs – and environmentalists don't get it,2013 aug 06
Can Kevin Rudd resurrected prevail? It's time to ask the people,2013 aug 06
Why Rudd's $450m for after-hours school care is a mixed blessing,2013 aug 06
Queensland parliamentary sex scandal: The Roast - video,2013 aug 07
Election 2013: unemployment figures released - as it happened,2013 aug 07
Kevin Rudd calls for answers over Abbott and Murdoch NBN talks,2013 aug 07
Election 2013: Day 3 campaign video roundup,2013 aug 07
Malcolm Turnbull 'regrets' staffer's outburst in email to technology blogger,2013 aug 07
Anna Burke's off-message joke is a political lesson in authenticity,2013 aug 07
Rupert Murdoch and his influence on Australian political life,2013 aug 07
"Asylum seekers are demanding refunds from people smugglers, says Labor",2013 aug 07
Tony Abbott claims savings already announced will pay for company tax cut,2013 aug 07
Kevin Rudd on the economy: 'The other mob are in a complete shambles' - video,2013 aug 07
Fortescue Metals disappointed by high court's decision on mining tax,2013 aug 07
David Bradbury loses his cool with radio journalist - audio,2013 aug 07
Australia's asylum debate viewed from Kenya's Dadaab refugee camp,2013 aug 07
Election 2013: going hard on Vegemite - as it happened,2013 aug 08
Obama snubs Putin over Snowden asylum: The Roast - video,2013 aug 08
"Sophie Mirabella being 'thoroughly outgunned' in election, her aide warns",2013 aug 08
Senate panel warns over climate change,2013 aug 08
Big smiles as Kevin Rudd and Peter Beattie play the happy couple,2013 aug 08
One Nation candidate Stephanie Banister puts Islam on the map,2013 aug 08
Election 2013: Day 4 campaign video roundup,2013 aug 08
Stephanie Banister: 'I don't oppose Islam as a country' - video,2013 aug 08
Coalition attacks Labor over unemployment figures,2013 aug 08
Greens to launch food policy online as they reach out to rural Australia,2013 aug 08
Malcolm Turnbull pours scorn on Kevin Rudd's questions about NBN launch,2013 aug 08
Would a bigger tax on cigarettes have saved my father's life?,2013 aug 08
Does Rupert Murdoch own 70% of newspapers in Australia?,2013 aug 08
Labor looks to Beattie for the 'big mo',2013 aug 08
Journalists stranded as campaign plane loses power - video,2013 aug 08
Picture wars: don't be fooled by the government's asylum propaganda,2013 aug 08
Peter Beattie to run in marginal Brisbane seat of Forde,2013 aug 08
Inner West Sydney voters poised to back 'the devil they know',2013 aug 09
Better the devil you know in Grayndler - video,2013 aug 09
Australian Politics Weekly podcast: Coming soon!,2013 aug 09
"Greens may be biggest losers from three years of political turmoil, poll shows",2013 aug 09
Queensland watch: all eyes on sunshine state shenanigans,2013 aug 09
Election 2013: Day 5 campaign video roundup,2013 aug 09
The economic truth is not out there,2013 aug 09
Julia Gillard is hot property again as she steps on Liberal turf,2013 aug 09
Tom Watson packs 'serious' News Corp questions for his flight to Australia,2013 aug 09
Election 2013: week one in pictures,2013 aug 09
Kim Williams departure a victory for Murdoch's Australian editors,2013 aug 09
"News Corp editors told to 'go hard on Rudd and don’t back off', says PM",2013 aug 09
Is our debt and deficit going the way of the disasters in Europe?,2013 aug 09
Can Murdoch truly influence the upcoming election? Not quite,2013 aug 09
Election 2013: Rudd v Abbott debate sparks notes row - politics live - as it happened,2013 aug 11
"Election debate: blather, evasion, and a pathetic lack of answers",2013 aug 11
Election 2013: Analysis of the leaders debate - video,2013 aug 11
Election 2013: highlights of the first leaders' debate - video,2013 aug 11
"Yawns heard around the nation as leaders spout belief, and plenty of it",2013 aug 11
Anthony Albanese attacks Murdoch's News Corp over Labor coverage,2013 aug 11
Accentuate the postive: Abbott and Rudd learn the art of the upbeat attack,2013 aug 11
Kevin Rudd pledges same-sex marriage bill in first 100 days if re-elected,2013 aug 11
Abbott and Rudd – what does their debate body language tell us?,2013 aug 11
Where was Christine Milne? The debate we never had,2013 aug 11
Rudd v Abbott: the debate in full – transcript,2013 aug 11
Election debate: what did you think?,2013 aug 11
Rudd v Abbott: the debate in gifs - as it happened,2013 aug 11
Election debate: Kevin Rudd v Tony Abbott – as it happened,2013 aug 11
