"Coalition to spend $19,000 to send Tony Abbott on trade mission to India",2021 aug 01
Environment officials questioned use of land government already owned as offset for western Sydney airport,2021 aug 01
Australia trained Indonesian police officer accused of West Papua violence,2021 aug 02
"Most Australians comfortable with vaccination passports for domestic travel and venues, poll reveals",2021 aug 02
‘Stick with the facts’: Greg Hunt’s plea to politicians after LNP senator’s ‘false’ Facebook Covid posts,2021 aug 02
Four key environmental battlegrounds on the agenda as Australia’s parliament resumes,2021 aug 02
Morrison government unveils another airline lifeline as Queensland’s Covid outbreak worsens,2021 aug 02
Some children aged 12 to 15 eligible for vaccine; NSW confirms 207 cases and 15th death – as it happened,2021 aug 02
"NDIS bill to make information easier to share could harm privacy of participants, advocates say",2021 aug 02
Beetaloo Basin’s traditional owners condemn government for fracking handouts to gas companies,2021 aug 02
Who was Australia’s best prime minister? Experts rank the winners and dunces,2021 aug 02
Australian government pays PR firm to copy existing Covid data into daily email to media,2021 aug 03
Sky News Australia purges several videos from YouTube after ban over Covid misinformation,2021 aug 03
Updated national plan suggests 80% of eligible Australians could be fully vaccinated by end of 2021,2021 aug 03
Politics rides roughshod over substance as Scott Morrison tries to spin his way out of Covid corner,2021 aug 03
NSW government delays release of documents due to premier’s departmental staff being locked down,2021 aug 03
Experts’ modelling for vaccination targets released – as it happened,2021 aug 03
"Australian way, Australian results: Scott Morrison's 28 'Australias' in one press conference – video",2021 aug 03
Former Liberal minister endorses ousting of MP Tim Wilson at next federal election,2021 aug 03
"Savings bonds, lotteries and cheap food: do vaccine incentives work?",2021 aug 03
"OK boomers, Australia needs you. Toughen up and take your AstraZeneca",2021 aug 03
Coalition commits $1bn to Closing the Gap measures to reduce disadvantage for Indigenous Australians,2021 aug 04
"Dentists, midwives and physiotherapists could deliver Covid jabs to bolster Australia’s rollout",2021 aug 04
Head of Australia’s Covid vaccine strategy not ruling out cash incentives to achieve 80% target,2021 aug 04
Two deaths overnight including man in 20s – as it happened,2021 aug 04
Alan Tudge grilled over carparks scandal and list of 'top 20 marginals' – video,2021 aug 04
Paying people $300 to get vaccinated? How crude – how grubby – how very unaustralian,2021 aug 04
Lockdown backflip: Australian government changes its tone on effectiveness of lockdowns – video,2021 aug 04
Australia Post pays former CEO Christine Holgate $1m in settlement after Cartier watch saga,2021 aug 04
Alan Tudge says he was not aware of ‘top 20 marginal’ seats list for Coalition’s car park grants,2021 aug 04
Foreign officials and corrupt business people targeted under changes to Australia’s sanctions powers,2021 aug 05
Rex Patrick wins FoI case to release national cabinet records,2021 aug 05
National leaders to discuss easing restrictions for vaccinated Australians as half the country is locked down,2021 aug 05
Victoria to go into seven-day shutdown; law change affects Australians living overseas – as it happened,2021 aug 05
‘Australians are the winners’: Scott Morrison defends controversial commuter car parks fund,2021 aug 05
Scott Morrison walks out after car park grant questions – video,2021 aug 05
"Western Sydney airport land purchase ‘may generate some interest’, officials told minister",2021 aug 05
‘They’ve taken it way too far’: Australians living abroad fear being trapped if they return home to visit family,2021 aug 06
"Live music industry prepares for a quiet, sad summer",2021 aug 06
"As some Coalition MPs court constituents who think the pandemic is a beat-up, Scott Morrison remains elastic",2021 aug 06
Scott Morrison says mandating vaccines for workers will be left up to businesses,2021 aug 06
Government approves national vaccination targets as cases continue to surge – as it happened,2021 aug 06
Man to face court over alleged sexual assault of Coalition staffer at Parliament House,2021 aug 06
Scott Morrison confirms national cabinet has agreed to vaccination targets – video,2021 aug 06
"Australia’s state parliaments lagging on racial and cultural diversity, report finds",2021 aug 06
Attorney general’s department advised Coalition Toondah Harbour development could breach wetlands convention,2021 aug 07
Australians who live overseas may be unable to leave country if they return for visit,2021 aug 07
Business wants states to mandate Covid jabs for staff after Scott Morrison vacates the field,2021 aug 08
Union calls for recognition of ‘systematic bullying and sexual assault’ in Australian parliament,2021 aug 08
"Australia ‘lagging at the back of the pack’ of OECD countries on climate action, analysis finds",2021 aug 08
Victoria to make AstraZeneca available to under-40s as it launches nation’s first drive-through vaccine hub,2021 aug 08
Moderna Covid vaccine to be available in mid-September while Victoria offers AstraZeneca to over-18s,2021 aug 08
Victoria makes AstraZeneca available to under 40s – as it happened,2021 aug 08
Australia urged to help Afghan allies under threat from Taliban – video,2021 aug 10
‘Rhetorical overdrive’: Turnbull and Rudd warn Coalition not to play politics with China relationship,2021 aug 10
‘No place to hide’: pressure on Australia to end support for new fossil fuel projects after IPCC report,2021 aug 10
‘I’m stuck’: expat in Kuwait can’t visit her seriously ill mother in Australia due to strict new rules,2021 aug 10
More than $500k in jobkeeper given to Margaret Court’s Pentecostal church,2021 aug 10
Private employment services forced to pay back $1m in wrongfully claimed bonuses in 2020,2021 aug 10
Scott Morrison wants a trouble-free Christmas but George Christensen’s Covid misinformation stands in the way,2021 aug 10
Scott Morrison walks back ‘end the weekend’ rhetoric on electric vehicles,2021 aug 10
‘Multibillion-dollar scheme to buy votes’: Senate inquiry to examine Coalition’s urban congestion fund,2021 aug 10
George Christensen accused of using parliament to spread misinformation about Covid-19 – video,2021 aug 10
Fact check: Angus Taylor’s response to the landmark IPCC report,2021 aug 10
Scott Morrison claims 'Australia is doing its part' on climate crisis after IPCC report – video,2021 aug 10
Australian conspiracy theorists and anti-lockdown groups share fake Covid check-in apps,2021 aug 11
‘I’m listening to her’: meet Scott Morrison’s favourite climate change protester,2021 aug 11
Walgett and seven other LGAs follow Dubbo into snap seven-day lockdown – as it happened,2021 aug 11
Facebook removes George Christensen’s anti-lockdown speech for breaching Covid misinformation policy,2021 aug 11
Scott Morrison contradicts Barnaby Joyce on Coalition plan to reach net zero,2021 aug 11
Coalition senators split over government’s childcare bill,2021 aug 11
Fact check: Barnaby Joyce on Australia’s emissions reduction strategy,2021 aug 11
"After eight years in Australian detention, the only refugee family held in Darwin centre remains in legal limbo",2021 aug 11
The Coalition’s track record shows why its opposition to a Covid vaccine cash incentive is inconsistent,2021 aug 11
"John Howard likely to give evidence at Bernard Collaery trial, Rex Patrick tells parliament",2021 aug 11
UN urges Australia to release dangerously ill refugee who has ‘given up on living’ after eight years,2021 aug 11
"ABC’s Louise Milligan to pay Liberal MP Andrew Laming more than $80,000 after defamation claim",2021 aug 11
Australia Covid live news updates: ACT enters lockdown as three more cases confirmed; NSW records 345 cases and two deaths,2021 aug 12
Federal parliament sittings in limbo after Canberra plunged into lockdown,2021 aug 12
NSW Covid update: tighter restrictions for some Sydney LGAs after state records 345 new cases,2021 aug 12
"The IPCC report is a massive alert that the time for climate action is nearly gone, but crucially not gone yet",2021 aug 12
High court rejects bid to appeal Biloela child Tharnicaa Murugappan protection visa case,2021 aug 12
Barnaby Joyce on George Christensen: don’t ‘prod the bear’,2021 aug 12
Australia census 2021: the two questions likely to cause the most controversy,2021 aug 09
"Josh Frydenberg’s office intervened in superannuation consultation paper, FOI documents reveal",2021 aug 09
"Centrelink orders jobkeeper recipients to pay back $32m, while profitable businesses allowed to keep funds",2021 aug 09
Parliamentary committee calls for changes to make it easier for skilled migrants to stay in Australia,2021 aug 09
Scott Morrison rules out intervening in vaccine mandates for workers as Moderna approved for use in Australia,2021 aug 09
TGA approves Moderna vaccine – as it happened,2021 aug 09
Covid vaccine mandates: can you be required in Australia to get the jab?,2021 aug 09
Moderna considers including Australian children in Covid-19 vaccine trial,2021 aug 09
"Tempers are frayed, we’ve become a nation divided over Fortress Australia and the Covid-19 response",2021 jul 01
‘Dire situation’: fresh call for Australia to save women and children in Syrian camp,2021 jul 01
States push to slash international arrivals as Coalition pledges to ‘look at evidence’,2021 jul 01
‘Deeply irresponsible’: federal government loan for new Queensland coalmine criticised by campaigners,2021 jul 01
Fewer than 8% of Australian adults fully vaccinated four months into rollout,2021 jul 01
"Australia ‘at back of the queue’ for Pfizer Covid vaccines, minister admits",2021 jul 01
Senate estimates to grill officials over $660m Coalition car park fund,2021 jul 01
Australia's state premiers at odds with Morrison government over AstraZeneca vaccine advice – video,2021 jul 01
Vaccine rollout 2.0: Australia needs to do three things differently,2021 jul 01
Secret embassy cables cast the Bob Hawke legend in a different light,2021 jul 02
Matt Canavan on leadership and why he doesn’t want a net zero policy – Australian politics podcast,2021 jul 02
Travel exemptions rise as more Australians apply to fly overseas,2021 jul 02
‘It makes me sick’: families of Australians stranded overseas devastated after arrivals cap slashed,2021 jul 02
Support classified as ‘ordinary living expenses’ would be banned in NDIS overhaul,2021 jul 02
Scott Morrison’s ‘new deal’ for a Covid-normal Australia is just the old deal he’s failed to deliver – that is to get us vaccinated,2021 jul 02
Australia to halve international arrival cap as Scott Morrison unveils four-stage Covid exit plan,2021 jul 02
Guardian Australia strikes deal with Facebook to licence news to the platform,2021 jul 02
"Sailor, spy, whistleblower, grandfather: the life of Witness K revealed in court documents",2021 jul 03
‘Everyone’s bailing’: Australian teachers speak on stress and uncertainty of increasing casual contracts,2021 jul 03
Fifty shades of bad: the Coalition’s $660m taxpayer fund for marginal seat MPs,2021 jul 03
US urges Australia to adopt ‘more ambitious climate goals’ as pressure mounts on Morrison to act,2021 jul 04
International airlines may be forced to suspend flights to Australia after arrival cap halved,2021 jul 04
Coalition minister says harassment should be reported after Julia Banks alleges ‘astoundingly brazen’ act,2021 jul 04
‘The Australian people had their chance’: finance minister dismisses criticism of Coalition’s car park fund,2021 jul 04
‘Lots of cancellations’: western Sydney GPs say patients ‘confused’ and ‘frustrated’ by Covid vaccine advice,2021 jul 06
Australia demands world heritage experts visit Great Barrier Reef ahead of ‘in danger’ list decision,2021 jul 06
The Morrison government wants to bail out coal-fired generators. Guess who’ll pay?,2021 jul 06
‘Dire need’: Australia urged to offer more aid to Indonesia as Covid crushes health system,2021 jul 06
Nationals’ top NSW Senate pick was subject of apprehended domestic violence order application,2021 jul 06
Two Sydney Covid patients on ventilators as NSW records 18 new cases and Qld one – as it happened,2021 jul 06
‘Legacy of sadness’: Glencore says sorry to traditional owners over NT mine as it seeks expansion,2021 jul 06
"Woman kicked down door, scaled balconies to escape hotel quarantine in Cairns",2021 jul 06
Australia denies using ‘plants’ to undermine China’s Covid vaccine rollout in Pacific,2021 jul 06
"Annastacia Palaszczuk determined to spruik Queensland’s Olympics bid in Tokyo, despite petition to prevent trip",2021 jul 06
Scott Morrison is the Billy Joel of Australian politics – a hollow master of pastiche,2021 jul 06
"‘Ludicrous’: Coalition paid $115,000 a space for car park in Melbourne",2021 jul 06
‘Moral obligation’: former prime minister John Howard calls for Australia to help Afghan interpreters,2021 jul 08
"Australians fear attack from China almost as much as Taiwanese do, survey finds",2021 jul 08
From the front to the back of the queue: how Australia’s vaccine rollout unravelled,2021 jul 08
NDIS overhaul: a solution to a $60bn cost blowout or an attack on the scheme’s soul?,2021 jul 08
The car park scandal: will anyone ever be held accountable for pork barrelling?,2021 jul 08
